Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HPTS_avg_5,APTS_avg_5,H_gd_5,A_gd_5,H_eff_5,A_eff_5,HST_avg_5,AST_avg_5,target,H_status,A_status,H_H2H,A_H2H
I1,30/05/15,Verona,Juventus,2,2,D,0,1,A,15,16,4,4,17,10,6,4,3,1,0,1,1.4,1.8,-2.0,1.0,0.31,0.25,5.2,4.0,1,1.05,2.39,0.5,2.0
I1,31/05/15,Cagliari,Udinese,4,3,H,2,1,H,14,11,5,6,11,13,4,5,1,4,0,0,0.8,1.0,-2.0,-1.0,0.24,0.27,5.0,3.0,0,1.13,1.53,0.83,1.83
I1,31/05/15,Fiorentina,Chievo,3,0,H,1,0,H,26,13,13,2,10,9,3,3,2,1,0,1,1.8,1.0,4.0,-2.0,0.28,0.14,6.4,2.8,0,1.59,1.14,1.67,1.17
I1,31/05/15,Inter,Empoli,4,3,H,0,0,D,32,11,9,5,13,13,6,0,1,2,0,0,1.2,0.8,0.0,-6.0,0.18,0.13,4.4,6.2,0,1.51,1.05,1.51,1.05
I1,31/05/15,Napoli,Lazio,2,4,A,0,2,A,17,7,7,5,16,15,4,2,0,4,1,1,2.6,2.0,9.0,3.0,0.38,0.26,7.4,5.4,2,1.9,1.57,1.83,0.83
I1,31/05/15,Roma,Palermo,1,2,A,0,1,A,7,12,2,3,13,13,2,5,2,3,0,0,2.0,1.4,2.0,1.0,0.2,0.2,6.0,4.0,2,1.78,0.99,2.25,0.75
I1,31/05/15,Sampdoria,Parma,2,2,D,0,0,D,17,10,7,3,12,13,7,4,0,1,0,0,1.0,0.2,-1.0,-13.0,0.15,0.11,2.6,3.6,1,1.05,1.43,1.0,1.75
I1,31/05/15,Sassuolo,Genoa,3,1,H,3,1,H,16,17,6,7,12,22,5,7,3,4,0,1,1.6,1.2,-1.0,1.0,0.31,0.38,3.2,4.2,0,1.05,1.09,1.5,1.5
I1,31/05/15,Torino,Cesena,5,0,H,3,0,H,18,7,9,1,6,10,5,1,0,2,0,0,1.4,0.4,0.0,-5.0,0.24,0.35,4.2,4.0,0,1.05,0.58,1.05,0.58
I1,22/08/15,Lazio,Bologna,2,1,H,2,1,H,21,9,9,4,18,8,10,3,2,1,0,0,,,,,,,0.0,0.0,0,1.63,0.96,2.0,0.5
I1,22/08/15,Verona,Roma,1,1,D,0,0,D,12,21,7,8,9,11,3,7,2,1,0,0,,,,,,,0.0,0.0,1,1.05,1.9,0.25,2.5
I1,23/08/15,Empoli,Chievo,1,3,A,1,0,H,15,12,5,3,15,19,8,5,1,2,0,0,,,,,,,0.0,0.0,2,1.05,1.09,2.0,0.5
I1,23/08/15,Fiorentina,Milan,2,0,H,1,0,H,13,8,7,0,18,16,4,5,3,2,0,1,,,,,,,0.0,0.0,0,1.75,1.59,1.83,0.83
I1,23/08/15,Frosinone,Torino,1,2,A,1,0,H,13,26,3,7,10,11,3,12,2,2,0,0,,,,,,,0.0,0.0,2,1.05,1.32,1.05,1.32
I1,23/08/15,Inter,Atalanta,1,0,H,0,0,D,21,4,7,0,14,12,9,1,2,2,0,1,,,,,,,0.0,0.0,0,1.48,1.13,1.17,1.67
I1,23/08/15,Juventus,Udinese,0,1,A,0,0,D,21,6,5,2,14,22,10,2,1,3,0,0,,,,,,,0.0,0.0,2,2.42,1.32,2.67,0.17
I1,23/08/15,Palermo,Genoa,1,0,H,0,0,D,19,11,6,3,10,13,5,6,1,1,0,0,,,,,,,0.0,0.0,0,1.07,1.24,1.5,0.75
I1,23/08/15,Sampdoria,Carpi,5,2,H,5,1,H,10,24,7,7,15,16,4,8,1,3,1,0,,,,,,,0.0,0.0,0,1.26,1.05,1.26,1.05
I1,23/08/15,Sassuolo,Napoli,2,1,H,1,1,D,16,15,6,3,13,21,5,1,4,2,0,0,,,,,,,0.0,0.0,0,1.05,1.92,0.25,2.5
I1,29/08/15,Bologna,Sassuolo,0,1,A,0,0,D,6,9,2,2,15,13,11,5,3,1,0,0,,,,,,,0.0,0.0,2,0.96,1.05,0.5,2.0
I1,29/08/15,Milan,Empoli,2,1,H,1,1,D,6,18,4,3,20,16,6,5,0,2,0,0,,,,,,,0.0,0.0,0,1.59,1.05,1.0,1.0
I1,30/08/15,Atalanta,Frosinone,2,0,H,1,0,H,25,14,11,4,9,13,9,2,1,4,0,0,,,,,,,0.0,0.0,0,1.13,1.05,1.13,1.05
I1,30/08/15,Carpi,Inter,1,2,A,0,1,A,10,12,5,5,11,17,2,6,3,4,0,0,,,,,,,0.0,0.0,2,1.05,1.48,1.05,1.48
I1,30/08/15,Chievo,Lazio,4,0,H,3,0,H,8,13,5,2,11,14,2,8,0,1,0,0,,,,,,,0.0,0.0,0,1.09,1.63,0.83,1.83
I1,30/08/15,Genoa,Verona,2,0,H,0,0,D,20,12,6,2,19,13,4,4,2,2,0,0,,,,,,,0.0,0.0,0,1.24,1.05,1.75,1.0
I1,30/08/15,Napoli,Sampdoria,2,2,D,2,0,H,27,9,7,4,9,8,4,1,0,2,0,0,,,,,,,0.0,0.0,1,1.92,1.26,2.33,0.33
I1,30/08/15,Roma,Juventus,2,1,H,0,0,D,18,10,7,2,15,16,6,6,3,2,0,2,,,,,,,0.0,0.0,0,1.9,2.42,0.67,2.17
I1,30/08/15,Torino,Fiorentina,3,1,H,0,1,A,10,9,6,5,15,10,4,2,2,3,0,0,,,,,,,0.0,0.0,0,1.32,1.75,0.83,1.33
I1,30/08/15,Udinese,Palermo,0,1,A,0,1,A,25,5,7,1,16,15,10,0,4,2,0,1,,,,,,,0.0,0.0,2,1.32,1.07,1.25,1.25
I1,12/09/15,Fiorentina,Genoa,1,0,H,0,0,D,11,12,3,1,19,21,4,2,2,4,1,0,3.0,0.0,2.0,-1.0,0.29,0.0,7.0,3.0,0,1.75,1.24,2.0,0.5
I1,12/09/15,Frosinone,Roma,0,2,A,0,1,A,18,20,5,3,16,15,3,8,4,3,0,0,0.0,1.0,-1.0,0.0,0.33,0.12,3.0,8.0,2,1.05,1.9,1.05,1.9
I1,12/09/15,Juventus,Chievo,1,1,D,0,1,A,26,6,7,3,21,20,5,3,3,5,0,0,0.0,3.0,-1.0,2.0,0.0,1.0,5.0,3.0,1,2.42,1.09,3.0,0.0
I1,13/09/15,Empoli,Napoli,2,2,D,2,1,H,16,17,3,4,12,14,5,5,2,4,0,0,0.0,0.0,-2.0,-1.0,0.2,0.33,5.0,3.0,1,1.05,1.92,2.0,0.5
I1,13/09/15,Inter,Milan,1,0,H,0,0,D,16,19,4,3,19,16,6,7,2,3,0,0,3.0,0.0,1.0,-2.0,0.14,0.0,7.0,0.0,0,1.48,1.59,1.5,1.0
I1,13/09/15,Lazio,Udinese,2,0,H,0,0,D,14,10,8,4,17,13,6,4,0,1,0,0,3.0,3.0,1.0,1.0,0.22,0.5,9.0,2.0,0,1.63,1.32,2.0,1.0
I1,13/09/15,Palermo,Carpi,2,2,D,1,1,D,13,9,6,2,16,18,3,3,3,3,0,0,3.0,0.0,1.0,-3.0,0.17,0.29,6.0,7.0,1,1.07,1.05,1.07,1.05
I1,13/09/15,Sassuolo,Atalanta,2,2,D,2,2,D,10,10,9,4,21,19,4,2,3,4,1,1,3.0,0.0,1.0,-1.0,0.33,0.0,6.0,0.0,1,1.05,1.13,1.75,1.0
I1,13/09/15,Verona,Torino,2,2,D,0,0,D,12,10,3,5,17,20,3,3,5,2,0,0,1.0,3.0,0.0,1.0,0.14,0.29,7.0,7.0,1,1.05,1.32,1.0,1.75
I1,14/09/15,Sampdoria,Bologna,2,0,H,0,0,D,12,9,4,2,11,16,2,5,1,3,0,1,3.0,0.0,3.0,-1.0,0.71,0.25,7.0,4.0,0,1.26,0.96,1.5,0.75
I1,19/09/15,Milan,Palermo,3,2,H,2,1,H,18,13,8,3,8,8,7,3,1,2,0,0,3.0,3.0,1.0,1.0,0.5,1.0,4.0,1.0,0,1.59,1.07,1.75,1.0
I1,19/09/15,Udinese,Empoli,1,2,A,1,0,H,7,12,2,6,26,14,2,5,4,3,1,0,0.0,0.0,-1.0,-1.0,0.0,0.33,7.0,3.0,2,1.32,1.05,3.0,0.0
I1,20/09/15,Atalanta,Verona,1,1,D,0,0,D,14,9,2,3,21,19,8,2,3,3,0,1,3.0,0.0,2.0,-2.0,0.18,0.0,11.0,2.0,1,1.13,1.05,0.25,2.5
I1,20/09/15,Bologna,Frosinone,1,0,H,1,0,H,12,20,2,6,19,17,6,5,4,5,0,0,0.0,0.0,-1.0,-2.0,0.0,0.0,2.0,4.0,0,0.96,1.05,0.96,1.05
I1,20/09/15,Carpi,Fiorentina,0,1,A,0,1,A,11,8,3,2,21,15,4,3,3,4,0,0,0.0,0.0,-1.0,-2.0,0.2,0.2,5.0,5.0,2,1.05,1.75,1.05,1.75
I1,20/09/15,Chievo,Inter,0,1,A,0,1,A,15,14,2,3,16,13,8,8,3,1,0,0,3.0,3.0,4.0,1.0,0.8,0.4,5.0,5.0,2,1.09,1.48,0.83,1.83
I1,20/09/15,Genoa,Juventus,0,2,A,0,1,A,7,13,0,4,21,23,1,2,1,4,1,0,3.0,0.0,2.0,-1.0,0.33,0.5,6.0,2.0,2,1.24,2.42,0.67,2.17
I1,20/09/15,Napoli,Lazio,5,0,H,2,0,H,19,9,10,1,12,12,7,1,1,2,0,0,1.0,0.0,0.0,-4.0,0.29,0.0,7.0,2.0,0,1.92,1.63,2.17,0.67
I1,20/09/15,Roma,Sassuolo,2,2,D,1,2,A,21,12,7,4,15,15,11,4,2,3,0,0,3.0,3.0,1.0,1.0,0.29,0.5,7.0,2.0,1,1.9,1.05,2.0,0.5
I1,20/09/15,Torino,Sampdoria,2,0,H,2,0,H,19,13,8,5,9,10,7,7,2,3,0,0,3.0,1.0,2.0,0.0,0.5,0.5,6.0,4.0,0,1.32,1.26,1.0,1.5
I1,22/09/15,Udinese,Milan,2,3,A,0,3,A,11,9,3,3,24,21,7,1,4,3,1,0,0.0,0.0,-2.0,-3.0,0.11,0.0,4.5,1.5,2,1.32,1.59,1.5,1.5
I1,23/09/15,Carpi,Napoli,0,0,D,0,0,D,11,22,1,4,13,16,4,4,3,3,0,0,0.0,0.5,-2.0,-1.0,0.12,0.43,4.0,3.5,1,1.05,1.92,1.05,1.92
I1,23/09/15,Chievo,Torino,1,0,H,0,0,D,10,4,5,1,12,13,0,4,3,3,0,0,1.5,2.0,3.0,1.0,0.57,0.33,3.5,6.0,0,1.09,1.32,0.33,2.33
I1,23/09/15,Fiorentina,Bologna,2,0,H,0,0,D,18,3,4,1,15,12,6,0,1,2,0,0,3.0,0.0,3.0,-3.0,0.3,0.17,5.0,3.0,0,1.75,0.96,2.25,0.75
I1,23/09/15,Inter,Verona,1,0,H,0,0,D,17,7,4,1,12,8,11,2,4,4,0,0,3.0,0.5,2.0,-2.0,0.18,0.2,5.5,2.5,0,1.48,1.05,2.5,0.25
I1,23/09/15,Juventus,Frosinone,1,1,D,0,0,D,36,9,7,1,16,10,10,5,2,3,0,0,0.5,0.0,-1.0,-3.0,0.08,0.0,6.0,5.0,1,2.42,1.05,2.42,1.05
I1,23/09/15,Lazio,Genoa,2,0,H,1,0,H,10,9,3,3,19,11,10,3,4,2,0,2,3.0,0.0,3.0,-2.0,0.24,0.0,8.5,2.0,0,1.63,1.24,0.0,3.0
I1,23/09/15,Palermo,Sassuolo,0,1,A,0,1,A,9,13,2,4,21,15,2,5,0,6,1,0,2.0,2.0,1.0,1.0,0.25,0.5,6.0,3.0,2,1.07,1.05,2.0,0.5
I1,23/09/15,Sampdoria,Roma,2,1,H,0,0,D,6,24,3,8,14,15,4,19,6,3,0,0,3.0,2.0,5.0,2.0,0.64,0.27,5.5,5.5,0,1.26,1.9,1.33,1.33
I1,24/09/15,Empoli,Atalanta,0,1,A,0,1,A,10,13,1,3,12,19,4,5,2,4,0,0,0.5,0.5,-2.0,-1.0,0.38,0.5,4.0,2.0,2,1.05,1.13,1.0,1.0
I1,26/09/15,Napoli,Juventus,2,1,H,1,0,H,13,12,5,3,18,16,4,4,2,4,0,0,2.0,1.5,5.0,1.0,0.41,0.5,8.5,3.0,0,1.92,2.42,0.67,2.17
I1,26/09/15,Roma,Carpi,5,1,H,3,1,H,17,13,10,6,13,14,6,6,1,1,0,0,2.0,0.5,1.0,-3.0,0.29,0.44,7.0,4.5,0,1.9,1.05,1.9,1.05
I1,27/09/15,Bologna,Udinese,1,2,A,1,0,H,12,12,3,3,12,13,6,4,4,3,0,0,1.5,1.5,0.0,-1.0,0.25,0.17,2.0,3.0,2,0.96,1.32,0.75,1.5
I1,27/09/15,Genoa,Milan,1,0,H,1,0,H,11,12,2,3,24,29,7,4,4,4,0,1,1.5,1.0,0.0,-2.0,0.33,0.5,3.0,2.0,0,1.24,1.59,1.17,1.67
I1,27/09/15,Inter,Fiorentina,1,4,A,0,3,A,5,12,2,8,10,15,2,3,4,2,1,0,3.0,1.5,3.0,-1.0,0.2,0.29,5.0,3.5,2,1.48,1.75,1.5,1.5
I1,27/09/15,Sassuolo,Chievo,1,1,D,1,1,D,13,12,5,2,16,22,4,2,3,1,0,0,2.0,2.0,1.0,2.0,0.27,0.67,7.5,3.0,1,1.05,1.09,1.75,1.0
I1,27/09/15,Torino,Palermo,2,1,H,1,0,H,10,11,3,3,15,20,5,1,2,5,2,0,3.0,1.5,4.0,0.0,0.36,0.75,7.0,2.0,0,1.32,1.07,1.0,1.0
I1,27/09/15,Verona,Lazio,1,2,A,1,0,H,6,13,1,3,18,13,3,10,2,2,0,1,1.0,0.0,0.0,-9.0,0.3,0.0,5.0,1.5,2,1.05,1.63,1.25,1.25
I1,28/09/15,Atalanta,Sampdoria,2,1,H,1,0,H,18,8,5,4,22,15,5,4,3,3,0,0,2.0,0.5,2.0,-2.0,0.23,0.22,6.5,4.5,0,1.13,1.26,1.17,1.67
I1,28/09/15,Frosinone,Empoli,2,0,H,0,0,D,10,13,4,5,28,18,4,5,3,4,0,1,0.0,1.5,-3.0,0.0,0.12,0.33,4.0,4.5,0,1.05,1.05,1.05,1.05
I1,03/10/15,Carpi,Torino,2,1,H,0,0,D,7,13,3,3,10,19,2,5,2,1,0,0,0.33,1.33,-2.0,0.0,0.11,0.31,3.0,4.33,0,1.05,1.32,1.05,1.32
I1,03/10/15,Chievo,Verona,1,1,D,0,0,D,17,10,7,3,22,12,5,5,3,0,0,0,2.0,0.33,4.0,-3.0,0.42,0.17,4.0,2.0,1,1.09,1.05,1.75,1.0
I1,04/10/15,Empoli,Sassuolo,1,0,H,0,0,D,18,7,4,1,21,25,5,2,2,3,1,0,0.33,2.33,-3.0,2.0,0.33,0.4,3.0,3.33,0,1.05,1.05,1.5,1.5
I1,04/10/15,Fiorentina,Atalanta,3,0,H,2,0,H,29,5,9,1,12,15,8,4,0,2,0,1,3.0,1.33,5.0,0.0,0.36,0.43,4.67,2.33,0,1.75,1.13,3.0,0.0
I1,04/10/15,Juventus,Bologna,3,1,H,1,1,D,19,2,8,1,8,9,5,2,1,5,0,0,0.67,0.0,-1.0,-5.0,0.11,0.14,6.33,2.33,0,2.42,0.96,3.0,0.0
I1,04/10/15,Lazio,Frosinone,2,0,H,0,0,D,27,12,10,6,15,14,10,6,4,1,0,0,3.0,0.33,5.0,-3.0,0.3,0.09,6.67,3.67,0,1.63,1.05,1.63,1.05
I1,04/10/15,Milan,Napoli,0,4,A,0,1,A,12,11,2,4,12,11,5,1,3,3,0,0,3.0,0.67,2.0,-1.0,0.42,0.27,6.0,3.67,2,1.59,1.92,0.83,1.83
I1,04/10/15,Palermo,Roma,2,4,A,0,3,A,14,13,5,8,15,16,6,3,4,3,0,0,1.33,1.33,0.0,1.0,0.21,0.21,4.67,6.33,2,1.07,1.9,1.75,1.0
I1,04/10/15,Sampdoria,Inter,1,1,D,0,0,D,15,17,6,7,14,12,9,9,2,4,0,0,3.0,3.0,6.0,2.0,0.64,0.38,4.67,4.0,1,1.26,1.48,0.67,2.17
I1,04/10/15,Udinese,Genoa,1,1,D,0,0,D,9,19,3,7,12,17,2,10,2,1,0,0,0.0,0.0,-3.0,-4.0,0.25,0.0,4.0,2.33,1,1.32,1.24,1.0,1.5
I1,17/10/15,Roma,Empoli,3,1,H,0,0,D,9,13,5,6,17,9,6,4,1,1,0,0,2.33,1.0,5.0,-2.0,0.38,0.21,8.0,4.67,0,1.9,1.05,2.0,0.5
I1,17/10/15,Torino,Milan,1,1,D,0,0,D,6,8,2,3,28,11,7,1,3,4,0,0,3.0,0.75,5.0,-3.0,0.41,0.33,5.67,2.25,1,1.32,1.59,0.5,2.0
I1,18/10/15,Atalanta,Carpi,3,0,H,2,0,H,15,13,7,5,16,13,8,7,1,3,0,0,2.33,0.33,3.0,-7.0,0.28,0.33,6.0,5.0,0,1.13,1.05,1.13,1.05
I1,18/10/15,Bologna,Palermo,0,1,A,0,1,A,17,9,6,4,8,15,6,6,1,4,0,0,1.0,1.0,-1.0,-1.0,0.29,0.57,2.33,2.33,2,0.96,1.07,2.0,0.5
I1,18/10/15,Frosinone,Sampdoria,2,0,H,0,0,D,15,19,4,2,11,16,8,12,2,4,0,0,1.0,0.33,-1.0,-3.0,0.25,0.23,4.0,4.33,0,1.05,1.26,1.05,1.26
I1,18/10/15,Genoa,Chievo,3,2,H,2,1,H,12,21,6,3,14,17,7,7,2,2,1,0,2.0,1.67,1.0,2.0,0.38,0.62,2.67,2.67,0,1.24,1.09,1.5,1.5
I1,18/10/15,Inter,Juventus,0,0,D,0,0,D,8,15,2,4,14,14,4,9,3,5,0,0,2.25,1.0,0.0,0.0,0.24,0.44,4.25,3.0,1,1.48,2.42,0.83,1.83
I1,18/10/15,Napoli,Fiorentina,2,1,H,0,0,D,13,10,6,3,11,18,4,5,3,4,0,0,2.33,2.0,6.0,2.0,0.41,0.4,7.33,5.0,0,1.92,1.75,2.17,0.67
I1,18/10/15,Sassuolo,Lazio,2,1,H,1,0,H,15,12,4,3,7,21,3,9,1,3,0,1,1.67,1.0,1.0,-8.0,0.25,0.33,6.67,2.0,0,1.05,1.63,0.25,2.5
I1,18/10/15,Verona,Udinese,1,1,D,1,0,H,8,15,2,5,14,11,8,8,2,2,0,0,0.67,2.0,-1.0,0.0,0.36,0.33,3.67,3.0,1,1.05,1.32,1.75,1.0
I1,24/10/15,Carpi,Bologna,1,2,A,1,0,H,7,15,1,4,16,9,3,8,2,2,1,0,1.0,0.0,-1.0,-7.0,0.25,0.25,3.0,2.0,2,1.05,0.96,1.05,0.96
I1,24/10/15,Empoli,Genoa,2,0,H,1,0,H,15,14,5,3,11,25,3,8,3,3,0,0,1.0,0.25,-2.0,-4.0,0.31,0.07,3.25,3.5,0,1.05,1.24,1.0,1.0
I1,24/10/15,Palermo,Inter,1,1,D,0,0,D,10,19,2,7,11,11,3,10,3,1,0,1,1.0,2.33,-2.0,2.0,0.26,0.27,4.75,5.0,1,1.07,1.48,1.0,1.75
I1,25/10/15,Chievo,Napoli,0,1,A,0,0,D,7,17,1,4,19,12,2,8,1,2,0,0,1.75,1.25,4.0,3.0,0.32,0.47,4.75,3.75,2,1.09,1.92,1.17,1.67
I1,25/10/15,Fiorentina,Roma,1,2,A,0,2,A,21,6,4,4,9,17,8,1,2,4,0,1,3.0,1.75,8.0,3.0,0.35,0.3,5.75,6.75,2,1.75,1.9,0.17,2.67
I1,25/10/15,Juventus,Atalanta,2,0,H,1,0,H,19,5,10,0,9,16,4,3,2,2,0,1,1.25,1.0,1.0,-3.0,0.19,0.38,6.75,2.0,0,2.42,1.13,3.0,0.0
I1,25/10/15,Lazio,Torino,3,0,H,1,0,H,10,7,3,3,13,23,0,7,2,3,0,0,3.0,1.0,7.0,-1.0,0.27,0.31,7.5,4.0,0,1.63,1.32,1.33,1.33
I1,25/10/15,Milan,Sassuolo,2,1,H,1,0,H,21,4,3,2,21,13,7,2,1,3,0,1,2.0,1.75,-2.0,1.0,0.36,0.36,4.67,2.75,0,1.59,1.05,0.75,2.25
I1,25/10/15,Sampdoria,Verona,4,1,H,3,0,H,10,11,6,1,18,11,2,8,2,2,0,0,2.5,0.5,6.0,-3.0,0.5,0.22,5.0,2.25,0,1.26,1.05,1.75,1.0
I1,25/10/15,Udinese,Frosinone,1,0,H,1,0,H,19,12,7,2,13,23,6,3,4,2,0,0,0.25,0.25,-3.0,-5.0,0.27,0.06,3.75,4.25,0,1.32,1.05,1.32,1.05
I1,27/10/15,Bologna,Inter,0,1,A,0,0,D,7,11,3,6,11,15,2,2,1,2,0,1,0.75,2.0,-2.0,2.0,0.15,0.23,3.25,5.5,2,0.96,1.48,1.25,1.25
I1,28/10/15,Atalanta,Lazio,2,1,H,0,1,A,8,6,3,3,17,15,5,6,2,4,0,0,2.5,0.75,6.0,-9.0,0.32,0.33,6.25,2.25,0,1.13,1.63,1.17,1.67
I1,28/10/15,Frosinone,Carpi,2,1,H,0,0,D,8,13,3,3,19,19,5,4,1,3,1,1,1.5,0.25,1.0,-10.0,0.31,0.25,4.0,5.0,0,1.05,1.05,1.05,1.05
I1,28/10/15,Milan,Chievo,1,0,H,0,0,D,24,4,4,3,10,15,10,3,0,2,0,0,2.25,1.25,-1.0,1.0,0.41,0.64,4.25,2.75,0,1.59,1.09,2.33,0.33
I1,28/10/15,Napoli,Palermo,2,0,H,1,0,H,23,8,8,0,9,4,8,2,0,0,0,0,2.5,1.5,7.0,0.0,0.39,0.45,7.0,2.75,0,1.92,1.07,1.75,1.0
I1,28/10/15,Roma,Udinese,3,1,H,2,0,H,19,6,9,2,12,10,3,4,1,3,0,0,2.5,1.75,7.0,0.0,0.41,0.29,7.25,3.5,0,1.9,1.32,2.17,0.67
I1,28/10/15,Sassuolo,Juventus,1,0,H,1,0,H,7,14,3,3,20,21,1,11,5,2,0,1,2.0,1.0,2.0,0.0,0.29,0.31,6.0,3.25,0,1.05,2.42,0.25,2.5
I1,28/10/15,Torino,Genoa,3,3,D,2,1,H,17,10,6,4,10,19,4,2,2,1,0,0,2.5,0.2,5.0,-6.0,0.42,0.06,4.75,3.4,1,1.32,1.24,1.5,1.0
I1,28/10/15,Verona,Fiorentina,0,2,A,0,1,A,2,9,0,2,17,11,5,2,5,2,0,0,0.75,1.5,-1.0,1.0,0.38,0.39,3.25,4.5,2,1.05,1.75,0.75,2.25
I1,29/10/15,Sampdoria,Empoli,1,1,D,0,0,D,14,17,3,5,19,15,6,5,2,3,0,1,2.6,0.75,9.0,-4.0,0.54,0.2,5.2,5.0,1,1.26,1.05,2.0,0.5
I1,31/10/15,Inter,Roma,1,0,H,1,0,H,10,19,3,9,10,10,4,9,4,1,0,1,2.0,2.0,0.0,4.0,0.21,0.32,3.8,6.2,0,1.48,1.9,0.83,1.83
I1,31/10/15,Juventus,Torino,2,1,H,1,0,H,17,10,6,5,17,14,7,3,2,5,0,0,1.6,0.8,3.0,-4.0,0.19,0.26,7.4,3.8,0,2.42,1.32,2.5,0.5
I1,01/11/15,Bologna,Atalanta,3,0,H,0,0,D,10,8,5,2,23,14,0,4,5,3,0,0,0.6,0.8,-3.0,-5.0,0.12,0.38,3.2,1.6,0,0.96,1.13,1.0,1.75
I1,01/11/15,Carpi,Verona,0,0,D,0,0,D,11,11,6,3,19,17,5,6,2,3,0,0,0.8,0.4,-2.0,-6.0,0.31,0.3,2.6,2.0,1,1.05,1.05,1.05,1.05
I1,01/11/15,Fiorentina,Frosinone,4,1,H,4,0,H,31,6,9,1,11,11,8,1,0,1,0,0,2.4,0.2,7.0,-6.0,0.33,0.05,5.4,3.8,0,1.75,1.05,1.75,1.05
I1,01/11/15,Genoa,Napoli,0,0,D,0,0,D,9,18,1,8,12,16,1,6,3,2,0,0,2.25,1.6,2.0,4.0,0.43,0.42,3.5,3.8,1,1.24,1.92,0.17,2.67
I1,01/11/15,Lazio,Milan,1,3,A,0,1,A,10,9,4,3,21,11,7,3,2,2,0,0,3.0,0.8,10.0,-3.0,0.33,0.33,6.6,2.4,2,1.63,1.59,1.33,1.33
I1,01/11/15,Udinese,Sassuolo,0,0,D,0,0,D,14,6,2,2,14,12,10,1,1,2,0,0,0.8,1.4,-2.0,0.0,0.23,0.38,4.4,2.6,1,1.32,1.05,1.75,1.0
I1,02/11/15,Chievo,Sampdoria,1,1,D,1,1,D,14,10,2,3,19,10,4,3,3,2,0,0,1.4,0.25,3.0,-5.0,0.3,0.2,4.0,3.75,1,1.09,1.26,1.0,2.0
I1,02/11/15,Palermo,Empoli,0,1,A,0,0,D,16,11,4,5,25,15,7,4,6,3,0,0,1.0,0.8,-2.0,-4.0,0.29,0.2,4.2,5.0,2,1.07,1.05,0.5,2.0
I1,07/11/15,Milan,Atalanta,0,0,D,0,0,D,8,15,3,4,15,19,4,6,4,4,0,0,2.4,0.8,0.0,-7.0,0.38,0.3,4.2,2.0,1,1.59,1.13,1.5,1.5
I1,07/11/15,Verona,Bologna,0,2,A,0,2,A,11,10,2,4,15,10,9,4,1,1,0,0,0.6,0.6,-3.0,-6.0,0.38,0.33,2.6,2.4,2,1.05,0.96,2.0,0.5
I1,08/11/15,Empoli,Juventus,1,3,A,1,2,A,12,11,4,4,14,23,4,3,2,3,0,0,1.4,0.8,0.0,-1.0,0.33,0.25,3.6,3.2,2,1.05,2.42,0.0,3.0
I1,08/11/15,Frosinone,Genoa,2,2,D,2,1,H,18,10,5,3,16,23,6,5,2,3,0,1,1.8,0.4,2.0,-5.0,0.37,0.22,3.8,3.6,1,1.05,1.24,1.05,1.24
I1,08/11/15,Napoli,Udinese,1,0,H,0,0,D,15,8,5,2,15,10,7,5,3,3,0,0,2.6,1.4,9.0,-2.0,0.36,0.31,7.2,3.2,0,1.92,1.32,1.5,1.0
I1,08/11/15,Palermo,Chievo,1,0,H,0,0,D,14,13,3,3,11,15,10,8,4,3,0,0,0.4,1.0,-4.0,0.0,0.26,0.5,3.8,2.8,0,1.07,1.09,1.75,1.0
I1,08/11/15,Roma,Lazio,2,0,H,1,0,H,14,7,2,2,20,12,2,6,3,4,0,0,2.6,0.6,9.0,-10.0,0.39,0.33,7.6,2.4,0,1.9,1.63,1.5,1.0
I1,08/11/15,Sampdoria,Fiorentina,0,2,A,0,1,A,3,20,2,7,23,10,1,8,3,3,0,0,2.2,1.8,6.0,3.0,0.45,0.45,4.4,4.0,2,1.26,1.75,0.83,1.83
I1,08/11/15,Sassuolo,Carpi,1,0,H,1,0,H,9,7,4,2,13,21,6,7,4,5,0,0,2.2,0.2,3.0,-11.0,0.3,0.26,5.4,4.6,0,1.05,1.05,1.05,1.05
I1,08/11/15,Torino,Inter,0,1,A,0,1,A,16,7,8,2,12,7,5,2,2,1,0,0,2.2,2.2,5.0,3.0,0.44,0.21,5.0,5.6,2,1.32,1.48,1.0,1.5
I1,21/11/15,Bologna,Roma,2,2,D,1,0,H,9,14,3,5,22,18,5,5,5,4,0,0,1.2,1.8,1.0,3.0,0.26,0.28,3.8,6.4,1,0.96,1.9,1.0,1.75
I1,21/11/15,Juventus,Milan,1,0,H,0,0,D,16,9,5,2,15,14,3,1,2,2,0,0,2.2,1.4,5.0,1.0,0.24,0.47,7.6,3.0,0,2.42,1.59,2.5,0.5
I1,22/11/15,Atalanta,Torino,0,1,A,0,0,D,15,14,1,4,13,22,10,3,2,1,0,0,2.6,0.2,7.0,-6.0,0.36,0.24,5.6,3.4,2,1.13,1.32,0.67,2.17
I1,22/11/15,Carpi,Chievo,1,2,A,0,2,A,19,9,3,3,18,26,9,6,4,3,0,0,1.0,0.4,-1.0,-3.0,0.21,0.29,2.8,2.8,2,1.05,1.09,1.05,1.09
